train_loss,train_accuracy,test_loss,test_accuracy,grok_loss,grok_accuracy,corrupt_loss,corrupt_accuracy
1.046923,0.021484375,1.0232186,0.0,,,,
1.0294923,0.009765625,1.0310252,0.0074074073,,,,
1.0311214,0.00390625,1.072897,0.0,,,,
1.0458249,0.00390625,0.9904459,0.0,,,,
1.0448711,0.030273438,1.0395995,0.0074074073,,,,
1.0115649,0.0029296875,1.0106328,0.0,,,,
1.0173284,0.00390625,0.97619253,0.0,,,,
1.0132699,0.0,1.0293401,0.0,,,,
1.011583,0.001953125,1.0165426,0.014814815,,,,
1.0036542,0.001953125,0.99400955,0.0,,,,
1.0167722,0.001953125,1.0249465,0.0,,,,
1.0073903,0.0,1.0008049,0.0,,,,
1.0034801,0.0009765625,1.0155209,0.0,,,,
1.0047326,0.0,0.9958665,0.0,,,,
0.99981856,0.0009765625,1.03577,0.0,,,,
0.9973506,0.0009765625,1.0327456,0.0074074073,,,,
1.0062727,0.0,0.9920577,0.0,,,,
1.0091454,0.0,1.0041211,0.0,,,,
0.99172086,0.0029296875,1.0455383,0.0074074073,,,,
1.0060326,0.0,1.0503002,0.0,,,,
0.9927612,0.0,1.0080606,0.0,,,,
0.99078393,0.0,1.0018363,0.0,,,,
0.999546,0.0,1.0143015,0.0,,,,
0.9951159,0.0029296875,1.0203134,0.0074074073,,,,
0.99590826,0.0009765625,1.0327722,0.0,,,,
0.9883877,0.005859375,1.0285963,0.02222222,,,,
0.9894634,0.001953125,1.012785,0.0,,,,
0.9902829,0.0,1.0176334,0.0,,,,
0.9800955,0.0048828125,1.0112981,0.0,,,,
0.9732348,0.0,1.0292056,0.0,,,,
0.9794517,0.001953125,1.0286202,0.0074074073,,,,
0.9838956,0.0087890625,1.0418062,0.0,,,,
0.9802191,0.0,1.0167905,0.0074074073,,,,
0.97245467,0.0009765625,0.9937937,0.014814815,,,,
0.97215366,0.009765625,1.0716797,0.0074074073,,,,
0.97921014,0.009765625,1.0200522,0.0,,,,
0.97850764,0.00390625,1.0480896,0.0,,,,
0.9620597,0.0078125,1.008891,0.0074074073,,,,
0.9670291,0.009765625,1.0633191,0.0074074073,,,,
0.96072954,0.00390625,1.0271716,0.0,,,,
0.9543008,0.024414062,1.0393877,0.04444444,,,,
0.9670125,0.018554688,1.0390694,0.0074074073,,,,
0.95514923,0.009765625,1.0570723,0.0,,,,
0.95525527,0.03125,1.0371157,0.014814815,,,,
0.9445518,0.0126953125,1.0405437,0.0,,,,
0.9496164,0.01953125,1.0523235,0.0074074073,,,,
0.9374273,0.057617188,1.0939815,0.04444444,,,,
0.93355477,0.041015625,1.0256324,0.0,,,,
0.922698,0.043945312,1.117603,0.037037037,,,,
0.899539,0.072265625,1.1189398,0.014814815,,,,
0.8997364,0.076171875,1.085454,0.04444444,,,,
0.89582604,0.09472656,1.195714,0.05925926,,,,
0.9162514,0.060546875,1.0546122,0.05185185,,,,
0.8864999,0.07421875,1.1639947,0.05185185,,,,
0.9064566,0.10058594,1.0376074,0.05925926,,,,
0.8842936,0.06933594,1.0509505,0.02222222,,,,
0.88806415,0.10644531,1.0888314,0.11111111,,,,
0.87640613,0.14257812,1.0852696,0.04444444,,,,
0.85475147,0.080078125,1.221482,0.06666666,,,,
0.86182517,0.21386719,1.125862,0.096296296,,,,
0.8509917,0.10546875,1.0884699,0.04444444,,,,
0.83922267,0.21582031,1.0242661,0.16296296,,,,
0.86232007,0.13085938,1.1671541,0.074074075,,,,
0.8229848,0.20507812,1.2733078,0.18518518,,,,
0.8525942,0.16992188,1.0481676,0.06666666,,,,
0.8518332,0.125,1.099557,0.1037037,,,,
0.83631915,0.23632812,1.1568716,0.08888888,,,,
0.7844546,0.18847656,1.07248,0.17777777,,,,
0.79566216,0.25097656,1.1650546,0.14814815,,,,
0.7718083,0.35546875,0.9999925,0.3111111,,,,
0.7181492,0.33007812,1.1076789,0.31851852,,,,
0.71859574,0.34472656,0.87254745,0.3111111,,,,
0.67418003,0.41796875,0.7320336,0.45925924,,,,
0.6510452,0.38183594,0.99381906,0.21481481,,,,
0.67094773,0.52246094,0.7371234,0.5333333,,,,
0.6223985,0.43359375,0.7284581,0.34814814,,,,
0.5535717,0.6230469,0.7007331,0.5111111,,,,
0.5168216,0.56152344,0.62544656,0.6074074,,,,
0.45313567,0.6699219,0.5292368,0.5037037,,,,
0.35271323,0.7714844,0.4720114,0.7777778,,,,
0.2514134,0.81152344,0.34112766,0.78518516,,,,
0.17029256,0.9199219,0.15070485,0.9407407,,,,
0.17485738,0.92578125,0.5295192,0.8296296,,,,
0.11302479,0.9609375,0.13257758,0.9629629,,,,
0.028085526,0.99609375,0.056486934,0.98518515,,,,
0.015807217,0.99902344,0.008453802,1.0,,,,
0.016745739,0.9980469,0.007655797,1.0,,,,
0.01557543,0.9980469,0.016924586,0.9925926,,,,
0.007753774,1.0,0.0057675885,1.0,,,,
0.0064898757,1.0,0.005790025,1.0,,,,
0.0056895926,1.0,0.0049390676,1.0,,,,
0.0054304395,1.0,0.004968984,1.0,,,,
0.0048621385,1.0,0.004494374,1.0,,,,
0.0043745576,1.0,0.0040317336,1.0,,,,
0.008488465,0.99902344,0.004674223,1.0,,,,
0.008211857,0.99902344,0.004426113,1.0,,,,
0.0043270704,1.0,0.032849573,0.9925926,,,,
0.008101396,0.99902344,0.0039033787,1.0,,,,
0.007881812,0.99902344,0.003936469,1.0,,,,
0.0038722004,1.0,0.0038602762,1.0,,,,
0.0037029027,1.0,0.003781721,1.0,,,,
0.0075833,0.99902344,0.0036468895,1.0,,,,
0.0034472789,1.0,0.0036212567,1.0,,,,
0.007236955,0.99902344,0.0043379785,1.0,,,,
0.0033422993,1.0,0.003333057,1.0,,,,
0.0033542041,1.0,0.003359814,1.0,,,,
0.006948041,0.99902344,0.0033183321,1.0,,,,
0.0031403168,1.0,0.0030370846,1.0,,,,
0.0068679103,0.99902344,0.0032435434,1.0,,,,
0.0069287363,0.99902344,0.0030190654,1.0,,,,
0.006788881,0.99902344,0.0031788514,1.0,,,,
0.00655403,0.99902344,0.0031730575,1.0,,,,
0.0029746976,1.0,0.0031498878,1.0,,,,
0.0028777008,1.0,0.0028411609,1.0,,,,
0.0068081096,0.99902344,0.0029888544,1.0,,,,
0.0065743905,0.99902344,0.003503744,1.0,,,,
0.0027928818,1.0,0.0026609406,1.0,,,,
0.0064109582,0.99902344,0.0030206698,1.0,,,,
0.0025470157,1.0,0.002958676,1.0,,,,
0.0025889028,1.0,0.002665213,1.0,,,,
0.002418117,1.0,0.0026664156,1.0,,,,
0.0023697508,1.0,0.0025307175,1.0,,,,
0.0023540962,1.0,0.0023831693,1.0,,,,
0.0063035567,0.99902344,0.002611939,1.0,,,,
0.006116152,0.99902344,0.0025325427,1.0,,,,
0.0023285977,1.0,0.0024393809,1.0,,,,
0.0021620188,1.0,0.002109973,1.0,,,,
0.0021386514,1.0,0.002235854,1.0,,,,
0.0061021205,0.99902344,0.0019338332,1.0,,,,
0.0021935168,1.0,0.0024065713,1.0,,,,
0.0020851016,1.0,0.0023345544,1.0,,,,
0.002094414,1.0,0.0021438766,1.0,,,,
0.0059777102,0.99902344,0.0024432135,1.0,,,,
0.0020333386,1.0,0.0023133666,1.0,,,,
0.0019901814,1.0,0.0022410199,1.0,,,,
0.0018629933,1.0,0.002020235,1.0,,,,
0.0019875905,1.0,0.0020297994,1.0,,,,
0.0019034495,1.0,0.0021554888,1.0,,,,
0.005848369,0.99902344,0.002166912,1.0,,,,
0.0018504219,1.0,0.001631108,1.0,,,,
0.0057816505,0.99902344,0.0018939364,1.0,,,,
0.0058282716,0.99902344,0.0019200174,1.0,,,,
0.0019529292,1.0,0.0017270654,1.0,,,,
0.0057362677,0.99902344,0.0018253516,1.0,,,,
0.005718267,0.99902344,0.001988155,1.0,,,,
0.0016946227,1.0,0.0017686788,1.0,,,,
0.0056035747,0.99902344,0.0020604043,1.0,,,,
0.0055050696,0.99902344,0.001763391,1.0,,,,
0.0056046466,0.99902344,0.0017048282,1.0,,,,
0.0055009616,0.99902344,0.0018695262,1.0,,,,
0.0016374901,1.0,0.0014765497,1.0,,,,
0.005506042,0.99902344,0.0017356277,1.0,,,,
0.0053927065,0.99902344,0.0015743402,1.0,,,,
0.0015865623,1.0,0.0016075047,1.0,,,,
0.0014933187,1.0,0.0017557513,1.0,,,,
0.0015120386,1.0,0.0016783444,1.0,,,,
0.0014524872,1.0,0.0017883945,1.0,,,,
0.0014183881,1.0,0.0014840404,1.0,,,,
0.0014245311,1.0,0.001359934,1.0,,,,
0.0014449614,1.0,0.0016664988,1.0,,,,
0.0053042835,0.99902344,0.0015066809,1.0,,,,
0.0013826076,1.0,0.0017443852,1.0,,,,
0.0014297141,1.0,0.0014220898,1.0,,,,
0.0013351229,1.0,0.0014602492,1.0,,,,
